X,Y,Rang,Type,ID
767980.800162747,6272421.78805418,6,Site,196
767989.010935818,6272417.69369102,6,Site,197
767997.221719478,6272413.59933831,6,Site,198
768005.432513726,6272409.50499605,6,Site,199
768013.643318563,6272405.41066424,6,Site,200
768021.854133989,6272401.31634289,6,Site,201
768028.987001922,6272397.90029476,6,Site,202
768037.206993799,6272393.84145801,6,Site,203
768045.426996186,6272389.78263174,6,Site,204
768053.647009084,6272385.72381594,6,Site,205
768061.867032491,6272381.66501062,6,Site,206
768070.087066408,6272377.60621577,6,Site,207
768078.307110835,6272373.5474314,6,Site,208
768086.527165773,6272369.48865751,6,Site,209
768094.74723122,6272365.42989409,6,Site,210
768102.967307178,6272361.37114115,6,Site,211
768111.187393645,6272357.31239869,6,Site,212
768119.407490623,6272353.2536667,6,Site,213
768127.62759811,6272349.19494519,6,Site,214
767927.219448189,6272445.89479138,6,Site,215
767935.431804739,6272441.80672107,6,Site,216
767943.644171863,6272437.7186612,6,Site,217
767951.856549562,6272433.6306118,6,Site,218
767960.068937836,6272429.54257284,6,Site,219
767968.281336684,6272425.45454435,6,Site,220
767976.493746106,6272421.36652631,6,Site,221
767984.706166104,6272417.27851872,6,Site,222
767992.918596675,6272413.19052159,6,Site,223
768001.131037822,6272409.10253491,6,Site,224
768009.343489542,6272405.01455869,6,Site,225
768017.555951838,6272400.92659292,6,Site,226
768027.609577736,6272395.61577334,6,Site,227
768035.829333975,6272391.55600979,6,Site,228
768044.049100726,6272387.49625672,6,Site,229
768052.268877988,6272383.43651412,6,Site,230
768060.488665764,6272379.37678199,6,Site,231
768068.708464051,6272375.31706034,6,Site,232
768076.92827285,6272371.25734917,6,Site,233
768085.148092161,6272367.19764847,6,Site,234
768093.367921985,6272363.13795825,6,Site,235
768101.58776232,6272359.0782785,6,Site,236
768109.807613168,6272355.01860923,6,Site,237
768118.027474527,6272350.95895044,6,Site,238
767929.280393793,6272450.11924592,7,Site,239
767937.495879503,6272446.04329455,7,Site,240
767945.711375761,6272441.96735365,7,Site,241
767953.926882567,6272437.8914232,7,Site,242
767962.14239992,6272433.81550322,7,Site,243
767970.357927822,6272429.73959371,7,Site,244
767978.573466271,6272425.66369466,7,Site,245
767986.789015268,6272421.58780607,7,Site,246
767995.004574813,6272417.51192795,7,Site,247
768003.220144906,6272413.43606029,7,Site,248
768011.435725546,6272409.36020309,7,Site,249
768019.651316734,6272405.28435636,7,Site,250
768030.189223713,6272400.18294843,7,Site,251
768038.409213781,6272396.12411453,7,Site,252
768046.629214358,6272392.0652911,7,Site,253
768054.849225446,6272388.00647816,7,Site,254
768063.069247044,6272383.94767568,7,Site,255
768071.289279153,6272379.88888368,7,Site,256
768079.509321771,6272375.83010216,7,Site,257
768087.729374899,6272371.77133112,7,Site,258
768095.949438537,6272367.71257055,7,Site,259
768104.169512685,6272363.65382046,7,Site,260
768112.389597343,6272359.59508084,7,Site,261
768120.609692512,6272355.5363517,7,Site,262
768128.82979819,6272351.47763304,7,Site,263
767923.32504773,6272450.44888891,7,Site,264
767931.535746681,6272446.3544526,7,Site,265
767939.74645622,6272442.26002673,7,Site,266
767947.957176348,6272438.16561132,7,Site,267
767956.167907065,6272434.07120636,7,Site,268
767964.378648371,6272429.97681185,7,Site,269
767972.589400265,6272425.88242779,7,Site,270
767980.800162747,6272421.78805418,7,Site,271
767989.010935818,6272417.69369102,7,Site,272
767997.221719478,6272413.59933831,7,Site,273
768005.432513726,6272409.50499605,7,Site,274
768013.643318563,6272405.41066424,7,Site,275
768021.854133989,6272401.31634289,7,Site,276
768028.987001922,6272397.90029476,7,Site,277
768037.206993799,6272393.84145801,7,Site,278
768045.426996186,6272389.78263174,7,Site,279
768053.647009084,6272385.72381594,7,Site,280
768061.867032491,6272381.66501062,7,Site,281
768070.087066408,6272377.60621577,7,Site,282
768078.307110835,6272373.5474314,7,Site,283
768086.527165773,6272369.48865751,7,Site,284
768094.74723122,6272365.42989409,7,Site,285
768102.967307178,6272361.37114115,7,Site,286
768111.187393645,6272357.31239869,7,Site,287
768119.407490623,6272353.2536667,7,Site,288
768127.62759811,6272349.19494519,7,Site,289
767930.316050049,6272452.06983807,8,Site,290
767938.536427096,6272448.0128936,8,Site,291
767946.756814649,6272443.95595961,8,Site,292
767954.977212708,6272439.89903609,8,Site,293
767963.197621273,6272435.84212305,8,Site,294
767971.418040344,6272431.78522049,8,Site,295
767979.63846992,6272427.72832841,8,Site,296
767987.858910002,6272423.6714468,8,Site,297
767996.07936059,6272419.61457567,8,Site,298
768004.299821683,6272415.55771502,8,Site,299
768012.520293282,6272411.50086484,8,Site,300
768020.740775387,6272407.44402515,8,Site,301
768031.218103975,6272402.28915104,8,Site,302
768039.439761329,6272398.23682242,8,Site,303
768047.661429178,6272394.18450428,8,Site,304
768055.883107523,6272390.13219662,8,Site,305
768064.104796364,6272386.07989944,8,Site,306
768072.3264957,6272382.02761275,8,Site,307
768080.548205532,6272377.97533653,8,Site,308
768088.76992586,6272373.92307079,8,Site,309
768096.991656683,6272369.87081554,8,Site,310
768105.213398002,6272365.81857077,8,Site,311
768113.435149816,6272361.76633647,8,Site,312
768121.656912126,6272357.71411266,8,Site,313
768129.878684932,6272353.66189933,8,Site,314
767929.280393793,6272450.11924592,8,Site,315
767937.495879503,6272446.04329455,8,Site,316
767945.711375761,6272441.96735365,8,Site,317
767953.926882567,6272437.8914232,8,Site,318
767962.14239992,6272433.81550322,8,Site,319
767970.357927822,6272429.73959371,8,Site,320
767978.573466271,6272425.66369466,8,Site,321
767986.789015268,6272421.58780607,8,Site,322
767995.004574813,6272417.51192795,8,Site,323
768003.220144906,6272413.43606029,8,Site,324
768011.435725546,6272409.36020309,8,Site,325
768019.651316734,6272405.28435636,8,Site,326
768030.189223713,6272400.18294843,8,Site,327
768038.409213781,6272396.12411453,8,Site,328
768046.629214358,6272392.0652911,8,Site,329
768054.849225446,6272388.00647816,8,Site,330
768063.069247044,6272383.94767568,8,Site,331
768071.289279153,6272379.88888368,8,Site,332
768079.509321771,6272375.83010216,8,Site,333
768087.729374899,6272371.77133112,8,Site,334
768095.949438537,6272367.71257055,8,Site,335
768104.169512685,6272363.65382046,8,Site,336
768112.389597343,6272359.59508084,8,Site,337
768120.609692512,6272355.5363517,8,Site,338
768128.82979819,6272351.47763304,8,Site,339
767932.394556415,6272453.99917886,9,Site,340
767940.611476716,6272449.92880441,9,Site,341
767948.828407553,6272445.85844043,9,Site,342
767957.045348925,6272441.78808692,9,Site,343
767965.262300833,6272437.71774388,9,Site,344
767973.479263276,6272433.6474113,9,Site,345
767981.696236254,6272429.5770892,9,Site,346
767989.913219769,6272425.50677755,9,Site,347
767998.130213818,6272421.43647638,9,Site,348
768006.347218403,6272417.36618568,9,Site,349
768014.564233524,6272413.29590544,9,Site,350
768022.78125918,6272409.22563568,9,Site,351
768032.422184842,6272404.39722042,9,Site,352
768040.64389278,6272400.34509811,9,Site,353
768048.865611213,6272396.29298629,9,Site,354
768057.087340142,6272392.24088494,9,Site,355
768065.309079566,6272388.18879408,9,Site,356
768073.530829485,6272384.1367137,9,Site,357
768081.752589899,6272380.0846438,9,Site,358
768089.974360809,6272376.03258438,9,Site,359
768098.196142213,6272371.98053544,9,Site,360
768106.417934113,6272367.92849698,9,Site,361
768114.639736508,6272363.876469,9,Site,362
768122.861549398,6272359.8244515,9,Site,363
768131.083372783,6272355.77244449,9,Site,364
767930.316050049,6272452.06983807,9,Site,365
767938.536427096,6272448.0128936,9,Site,366
767946.756814649,6272443.95595961,9,Site,367
767954.977212708,6272439.89903609,9,Site,368
767963.197621273,6272435.84212305,9,Site,369
767971.418040344,6272431.78522049,9,Site,370
767979.63846992,6272427.72832841,9,Site,371
767987.858910002,6272423.6714468,9,Site,372
767996.07936059,6272419.61457567,9,Site,373
768004.299821683,6272415.55771502,9,Site,374
768012.520293282,6272411.50086484,9,Site,375
768020.740775387,6272407.44402515,9,Site,376
768031.218103975,6272402.28915104,9,Site,377
768039.439761329,6272398.23682242,9,Site,378
768047.661429178,6272394.18450428,9,Site,379
768055.883107523,6272390.13219662,9,Site,380
768064.104796364,6272386.07989944,9,Site,381
768072.3264957,6272382.02761275,9,Site,382
768080.548205532,6272377.97533653,9,Site,383
768088.76992586,6272373.92307079,9,Site,384
768096.991656683,6272369.87081554,9,Site,385
768105.213398002,6272365.81857077,9,Site,386
768113.435149816,6272361.76633647,9,Site,387
768121.656912126,6272357.71411266,9,Site,388
768129.878684932,6272353.66189933,9,Site,389
767934.105720194,6272456.40491911,10,Site,390
767942.307815448,6272452.27749784,10,Site,391
767950.509921363,6272448.15008699,10,Site,392
767958.712037939,6272444.02268657,10,Site,393
767966.914165177,6272439.89529658,10,Site,394
767975.116303076,6272435.76791701,10,Site,395
767983.318451636,6272431.64054786,10,Site,396
767991.520610857,6272427.51318915,10,Site,397
767999.722780739,6272423.38584086,10,Site,398
768007.924961283,6272419.258503,10,Site,399
768016.127152488,6272415.13117556,10,Site,400
768024.329354354,6272411.00385856,10,Site,401
768033.443620714,6272407.20175443,10,Site,402
768041.657258508,6272403.11831068,10,Site,403
768049.870906866,6272399.03487738,10,Site,404
768058.084565788,6272394.95145454,10,Site,405
768066.298235275,6272390.86804216,10,Site,406
768074.511915327,6272386.78464024,10,Site,407
768082.725605943,6272382.70124878,10,Site,408
768090.939307123,6272378.61786777,10,Site,409
768099.153018868,6272374.53449723,10,Site,410
768107.366741177,6272370.45113714,10,Site,411
768115.580474051,6272366.36778751,10,Site,412
768123.794217489,6272362.28444834,10,Site,413
768132.007971492,6272358.20111963,10,Site,414
767932.394556415,6272453.99917886,10,Site,415
767940.611476716,6272449.92880441,10,Site,416
767948.828407553,6272445.85844043,10,Site,417
767957.045348925,6272441.78808692,10,Site,418
767965.262300833,6272437.71774388,10,Site,419
767973.479263276,6272433.6474113,10,Site,420
767981.696236254,6272429.5770892,10,Site,421
767989.913219769,6272425.50677755,10,Site,422
767998.130213818,6272421.43647638,10,Site,423
768006.347218403,6272417.36618568,10,Site,424
768014.564233524,6272413.29590544,10,Site,425
768022.78125918,6272409.22563568,10,Site,426
768032.422184842,6272404.39722042,10,Site,427
768040.64389278,6272400.34509811,10,Site,428
768048.865611213,6272396.29298629,10,Site,429
768057.087340142,6272392.24088494,10,Site,430
768065.309079566,6272388.18879408,10,Site,431
768073.530829485,6272384.1367137,10,Site,432
768081.752589899,6272380.0846438,10,Site,433
768089.974360809,6272376.03258438,10,Site,434
768098.196142213,6272371.98053544,10,Site,435
768106.417934113,6272367.92849698,10,Site,436
768114.639736508,6272363.876469,10,Site,437
768122.861549398,6272359.8244515,10,Site,438
768131.083372783,6272355.77244449,10,Site,439
767935.14631212,6272458.37423936,11,Site,440
767943.35823684,6272454.28455419,11,Site,441
767951.570172138,6272450.19487949,11,Site,442
767959.782118014,6272446.10521523,11,Site,443
767967.994074468,6272442.01556142,11,Site,444
767976.206041501,6272437.92591807,11,Site,445
767984.418019111,6272433.83628517,11,Site,446
767992.6300073,6272429.74666273,11,Site,447
768000.842006067,6272425.65705074,11,Site,448
768009.054015412,6272421.56744921,11,Site,449
768017.266035335,6272417.47785813,11,Site,450
768025.478065836,6272413.3882775,11,Site,451
768042.337768085,6272405.22865712,11,Site,452
768050.553450273,6272401.15310413,11,Site,453
768058.769143007,6272397.07756161,11,Site,454
768066.984846288,6272393.00202955,11,Site,455
768075.200560117,6272388.92650795,11,Site,456
768083.416284493,6272384.85099682,11,Site,457
768091.632019415,6272380.77549615,11,Site,458
768099.847764885,6272376.70000594,11,Site,459
768108.063520902,6272372.6245262,11,Site,460
768116.279287466,6272368.54905693,11,Site,461
768124.495064576,6272364.47359812,11,Site,462
768132.710852234,6272360.39814977,11,Site,463
767934.105720194,6272456.40491911,11,Site,464
767942.307815448,6272452.27749784,11,Site,465
767950.509921363,6272448.15008699,11,Site,466
767958.712037939,6272444.02268657,11,Site,467
767966.914165177,6272439.89529658,11,Site,468
767975.116303076,6272435.76791701,11,Site,469
767983.318451636,6272431.64054786,11,Site,470
767991.520610857,6272427.51318915,11,Site,471
767999.722780739,6272423.38584086,11,Site,472
768007.924961283,6272419.258503,11,Site,473
768016.127152488,6272415.13117556,11,Site,474
768024.329354354,6272411.00385856,11,Site,475
768033.443620714,6272407.20175443,11,Site,476
768041.657258508,6272403.11831068,11,Site,477
768049.870906866,6272399.03487738,11,Site,478
768058.084565788,6272394.95145454,11,Site,479
768066.298235275,6272390.86804216,11,Site,480
768074.511915327,6272386.78464024,11,Site,481
768082.725605943,6272382.70124878,11,Site,482
768090.939307123,6272378.61786777,11,Site,483
768099.153018868,6272374.53449723,11,Site,484
768107.366741177,6272370.45113714,11,Site,485
768115.580474051,6272366.36778751,11,Site,486
768123.794217489,6272362.28444834,11,Site,487
768132.007971492,6272358.20111963,11,Site,488
767936.004735367,6272460.67860132,12,Site,489
767944.223236873,6272456.61439574,12,Site,490
767952.4417489,6272452.55020062,12,Site,491
767960.66027145,6272448.48601598,12,Site,492
767968.878804521,6272444.42184181,12,Site,493
767977.097348114,6272440.35767811,12,Site,494
767985.315902229,6272436.29352488,12,Site,495
767993.534466865,6272432.22938213,12,Site,496
768001.753042024,6272428.16524985,12,Site,497
768009.971627704,6272424.10112804,12,Site,498
768018.190223906,6272420.0370167,12,Site,499
768026.40883063,6272415.97291584,12,Site,500
768035.503236904,6272411.23957263,12,Site,501
768043.728590793,6272407.20172893,12,Site,502
768051.953955146,6272403.16389572,12,Site,503
768060.179329963,6272399.126073,12,Site,504
768068.404715243,6272395.08826077,12,Site,505
768076.630110987,6272391.05045903,12,Site,506
768084.855517195,6272387.01266779,12,Site,507
768093.080933866,6272382.97488703,12,Site,508
768101.306361,6272378.93711676,12,Site,509
768109.531798598,6272374.89935699,12,Site,510
768117.757246659,6272370.86160771,12,Site,511
768125.982705184,6272366.82386892,12,Site,512
768134.208174172,6272362.78614062,12,Site,513
767935.14631212,6272458.37423936,12,Site,514
767943.35823684,6272454.28455419,12,Site,515
767951.570172138,6272450.19487949,12,Site,516
767959.782118014,6272446.10521523,12,Site,517
767967.994074468,6272442.01556142,12,Site,518
767976.206041501,6272437.92591807,12,Site,519
767984.418019111,6272433.83628517,12,Site,520
767992.6300073,6272429.74666273,12,Site,521
768000.842006067,6272425.65705074,12,Site,522
768009.054015412,6272421.56744921,12,Site,523
768017.266035335,6272417.47785813,12,Site,524
768025.478065836,6272413.3882775,12,Site,525
768042.337768085,6272405.22865712,12,Site,526
768050.553450273,6272401.15310413,12,Site,527
768058.769143007,6272397.07756161,12,Site,528
768066.984846288,6272393.00202955,12,Site,529
768075.200560117,6272388.92650795,12,Site,530
768083.416284493,6272384.85099682,12,Site,531
768091.632019415,6272380.77549615,12,Site,532
768099.847764885,6272376.70000594,12,Site,533
768108.063520902,6272372.6245262,12,Site,534
768116.279287466,6272368.54905693,12,Site,535
768124.495064576,6272364.47359812,12,Site,536
768132.710852234,6272360.39814977,12,Site,537
767937.557512758,6272462.78367166,13,Site,538
767945.774289708,6272458.71277832,13,Site,539
767953.991077195,6272454.64189544,13,Site,540
767962.207875218,6272450.57102304,13,Site,541
767970.424683778,6272446.5001611,13,Site,542
767978.641502875,6272442.42930963,13,Site,543
767986.858332508,6272438.35846862,13,Site,544
767995.075172678,6272434.28763809,13,Site,545
768003.292023384,6272430.21681802,13,Site,546
768011.508884627,6272426.14600842,13,Site,547
768019.725756407,6272422.07520928,13,Site,548
768027.942638723,6272418.00442061,13,Site,549
768037.404397117,6272413.70427548,13,Site,550
768045.61219016,6272409.59833719,13,Site,551
768053.819993818,6272405.49240935,13,Site,552
768062.02780809,6272401.38649194,13,Site,553
768070.235632976,6272397.28058499,13,Site,554
768078.443468476,6272393.17468847,13,Site,555
768086.65131459,6272389.06880239,13,Site,556
768094.859171318,6272384.96292676,13,Site,557
768103.067038661,6272380.85706157,13,Site,558
768111.274916617,6272376.75120682,13,Site,559
768119.482805187,6272372.64536252,13,Site,560
768127.690704372,6272368.53952865,13,Site,561
768135.89861417,6272364.43370523,13,Site,562
767936.004735367,6272460.67860132,13,Site,563
767944.223236873,6272456.61439574,13,Site,564
767952.4417489,6272452.55020062,13,Site,565
767960.66027145,6272448.48601598,13,Site,566
767968.878804521,6272444.42184181,13,Site,567
767977.097348114,6272440.35767811,13,Site,568
767985.315902229,6272436.29352488,13,Site,569
767993.534466865,6272432.22938213,13,Site,570
768001.753042024,6272428.16524985,13,Site,571
768009.971627704,6272424.10112804,13,Site,572
768018.190223906,6272420.0370167,13,Site,573
768026.40883063,6272415.97291584,13,Site,574
768035.503236904,6272411.23957263,13,Site,575
768043.728590793,6272407.20172893,13,Site,576
768051.953955146,6272403.16389572,13,Site,577
768060.179329963,6272399.126073,13,Site,578
768068.404715243,6272395.08826077,13,Site,579
768076.630110987,6272391.05045903,13,Site,580
768084.855517195,6272387.01266779,13,Site,581
768093.080933866,6272382.97488703,13,Site,582
768101.306361,6272378.93711676,13,Site,583
768109.531798598,6272374.89935699,13,Site,584
768117.757246659,6272370.86160771,13,Site,585
768125.982705184,6272366.82386892,13,Site,586
768134.208174172,6272362.78614062,13,Site,587
767938.756571225,6272465.05395593,14,Site,588
767946.9701627,6272460.97073666,14,Site,589
767955.183764738,6272456.88752786,14,Site,590
767963.39737734,6272452.80432952,14,Site,591
767971.611000506,6272448.72114163,14,Site,592
767979.824634236,6272444.63796421,14,Site,593
767988.03827853,6272440.55479724,14,Site,594
767996.251933388,6272436.47164073,14,Site,595
768004.465598809,6272432.38849468,14,Site,596
768012.679274794,6272428.30535908,14,Site,597
768020.892961344,6272424.22223395,14,Site,598
768029.106658456,6272420.13911927,14,Site,599
768038.259932681,6272415.63402453,14,Site,600
768046.480795488,6272411.57865659,14,Site,601
768054.701668798,6272407.52329913,14,Site,602
768062.92255261,6272403.46795215,14,Site,603
768071.143446924,6272399.41261564,14,Site,604
768079.364351741,6272395.35728962,14,Site,605
768087.58526706,6272391.30197407,14,Site,606
768095.806192882,6272387.246669,14,Site,607
768104.027129206,6272383.19137441,14,Site,608
768112.248076032,6272379.1360903,14,Site,609
768120.469033361,6272375.08081667,14,Site,610
768128.690001191,6272371.02555352,14,Site,611
768136.910979525,6272366.97030084,14,Site,612
767937.557512758,6272462.78367166,14,Site,613
767945.774289708,6272458.71277832,14,Site,614
767953.991077195,6272454.64189544,14,Site,615
767962.207875218,6272450.57102304,14,Site,616
767970.424683778,6272446.5001611,14,Site,617
767978.641502875,6272442.42930963,14,Site,618
767986.858332508,6272438.35846862,14,Site,619
767995.075172678,6272434.28763809,14,Site,620
768003.292023384,6272430.21681802,14,Site,621
768011.508884627,6272426.14600842,14,Site,622
768019.725756407,6272422.07520928,14,Site,623
768027.942638723,6272418.00442061,14,Site,624
768037.404397117,6272413.70427548,14,Site,625
768045.61219016,6272409.59833719,14,Site,626
768053.819993818,6272405.49240935,14,Site,627
768062.02780809,6272401.38649194,14,Site,628
768070.235632976,6272397.28058499,14,Site,629
768078.443468476,6272393.17468847,14,Site,630
768086.65131459,6272389.06880239,14,Site,631
768094.859171318,6272384.96292676,14,Site,632
768103.067038661,6272380.85706157,14,Site,633
768111.274916617,6272376.75120682,14,Site,634
